customer_feedback,tenure,MonthlyCharges,Churn
Frequent billing issues make the service frustrating.,43,77.85,1
Frequent network issues during peak usage.,4,54.3,1
The partner-friendly plans fit our budget well.,54,18.95,0
Contract terms do not accommodate long-term customers.,11,95.15,1
Satisfied with the support offered by tech specialists.,66,102.4,0
Online security features have given me peace of mind.,61,99.9,0
Good monthly rates and easy-to-understand billing.,72,88.7,0
Reliable monthly charges and no unexpected fees.,44,54.3,0
Online security features have given me peace of mind.,41,55.7,0
Dependents also use the service with no issues.,50,103.95,0
Online security lags compared to competitors.,47,110.85,1
"Helpful tech support, available when needed.",8,20.15,0
Online security features keep my data safe.,18,20.05,0
Great experience with minimal downtime.,72,91.95,0
Support team rarely resolves issues in one call.,1,80.5,1
Flexible contract terms suit my needs perfectly.,42,55.65,0
Tech support has been quick and effective every time.,18,74.7,0
Paperless billing is convenient and eco-friendly.,13,104.15,0
Online security features meet my needs well.,68,83.65,0
Dependents report frequent service interruptions.,4,72.2,1
The support team made the setup process smooth.,69,110.05,0
The online security features feel minimal.,17,51.5,1
Tenure discounts make the service worth it.,25,25.5,0
Paperless billing errors are too common.,43,89.55,1
"Helpful tech support, available when needed.",59,19.5,0
Partnered plan has been cost-effective and reliable.,5,80.7,0
Paperless billing fails to capture accurate details.,21,77.5,1
Online security is a great added feature.,69,105.1,0
Great experience with minimal downtime.,13,25.15,0
Partner and dependents also dissatisfied with service.,42,95.25,1
Online security features have given me peace of mind.,52,95.65,0
Paperless billing errors are too common.,46,85.0,1
The tech support team is quick and professional.,61,80.8,0
Reliable monthly charges and no unexpected fees.,29,24.85,0
Flexible contract terms suit my needs perfectly.,25,54.75,0
Tech support is not helpful during peak times.,5,85.75,1
Flexible contracts that fit my lifestyle.,15,50.75,0
Online security features keep my data safe.,19,20.15,0
Dependents find the network reliable and fast.,44,20.05,0
Paperless billing errors are too common.,6,98.25,1
Paperless billing is convenient and eco-friendly.,58,71.6,0
The partner-friendly plans fit our budget well.,62,81.45,0
Online security features have given me peace of mind.,70,58.4,0
Contract terms do not accommodate long-term customers.,1,25.7,1
Partner and dependents also satisfied with the plan.,10,53.7,0
Tech support has been quick and effective every time.,26,19.6,0
Great experience with minimal downtime.,66,89.4,0
Tech support rarely resolves issues promptly.,7,69.0,1
Happy with the package offered for my household.,51,84.2,0
Online security features meet my needs well.,72,106.1,0
Tech support has been quick and effective every time.,65,25.75,0
Contract renewal terms lack flexibility.,2,46.05,1
Dependents also use the service with no issues.,70,64.95,0
Online security is a great added feature.,72,85.45,0
Tenure discounts make the service worth it.,1,20.05,0
Tech support response times are too slow.,1,76.4,1
Tech support is not helpful during peak times.,5,100.5,1
Good monthly rates and easy-to-understand billing.,3,20.7,0
Clear billing process with no surprise charges.,58,25.3,0
Paperless billing errors are too common.,22,40.05,1
Stable and affordable service throughout my tenure.,33,100.6,0
The online security features feel minimal.,1,69.95,1
The support team made the setup process smooth.,54,74.0,0
Online security features have given me peace of mind.,72,99.4,0
Paperless billing errors are too common.,1,93.3,1
Tenure discounts were not applied as promised.,3,49.15,1
Enjoying affordable rates and stable monthly charges.,72,107.45,0
Partner and dependents also satisfied with the plan.,72,83.6,0
Smooth billing system with paperless convenience.,54,99.05,0
Tenure discounts made staying with this provider easy.,59,80.1,0
Reliable monthly charges and no unexpected fees.,54,65.3,0
Online security features meet my needs well.,60,89.55,0
Happy with the consistent service over the years.,60,60.8,0
Online security features keep my data safe.,3,74.5,0
Tech support has been quick and effective every time.,69,99.15,0
Online security features meet my needs well.,1,19.25,0
Good monthly rates and easy-to-understand billing.,50,39.45,0
Tenure discounts make the service worth it.,56,44.85,0
Partnered plan has been cost-effective and reliable.,60,97.2,0
Tenure discounts make the service worth it.,69,110.55,0
Issues with online security features persisting.,1,35.05,1
Billing statements are often unclear or incorrect.,1,73.0,1
Tenure discounts made staying with this provider easy.,3,19.9,0
Reliable monthly charges and no unexpected fees.,60,76.95,0
Monthly charges are reasonable for the service.,13,35.4,0
Online security features keep my data safe.,62,20.45,0
Online security features meet my needs well.,45,96.75,0
Happy with the package offered for my household.,25,54.2,0
Online security is a great added feature.,44,100.1,0
"Helpful tech support, available when needed.",2,45.25,0
Monthly charges feel high for the service provided.,33,83.85,1
Stable and affordable service throughout my tenure.,22,20.85,0
Monthly charges are reasonable for the service.,35,33.45,0
Flexible contract terms suit my needs perfectly.,29,20.2,0
The tech support team is quick and professional.,27,85.9,0
Great experience with minimal downtime.,54,61.0,0
Frequent network issues during peak usage.,2,70.65,1
Partner and dependents also satisfied with the plan.,57,86.9,0
The support team made the setup process smooth.,62,69.4,0
Flexible contracts that fit my lifestyle.,15,20.35,0
Online security seems inadequate compared to others.,2,20.35,1
Online security features meet my needs well.,70,104.3,0
Partner and dependents also satisfied with the plan.,21,44.95,0
The support team made the setup process smooth.,23,49.45,0
Tech support was very helpful when I needed assistance.,6,20.6,0
Satisfied with the support offered by tech specialists.,4,19.55,0
Frequent contract changes without notice.,3,99.0,1
Tenure discounts make the service worth it.,23,93.5,0
Happy with the package offered for my household.,26,54.55,0
I appreciate the flexible contract options.,8,20.05,0
Dependents complain of frequent disconnections.,26,83.95,1
Happy with the package offered for my household.,2,79.45,0
High charges without any added benefits.,67,116.2,1
Frequent outages even after being a long-term customer.,71,93.7,1
"Helpful tech support, available when needed.",59,79.85,0
Enjoying good service quality over the years.,39,100.0,0
Reliable monthly charges and no unexpected fees.,21,19.6,0
Dependents face frequent network drops.,1,19.7,1
Enjoying affordable rates and stable monthly charges.,48,20.2,0
Partnered plan has been cost-effective and reliable.,31,50.4,0
Clear billing process with no surprise charges.,64,113.35,0
The support team made the setup process smooth.,46,80.0,0
Flexible contract terms suit my needs perfectly.,52,80.95,0
Happy with the package offered for my household.,67,24.9,0
Smooth billing system with paperless convenience.,67,54.9,0
The billing system is often confusing and inaccurate.,5,75.55,1
The support team made the setup process smooth.,71,109.25,0
Issues with online security features persisting.,9,77.65,1
Monthly billing errors are a common occurrence.,26,95.0,1
Dependents find the network reliable and fast.,71,116.3,0
Stable and affordable service throughout my tenure.,32,19.9,0
Paperless billing is convenient and eco-friendly.,2,70.35,0
Online security features keep my data safe.,71,25.6,0
Tenure discounts made staying with this provider easy.,60,44.45,0
Enjoying affordable rates and stable monthly charges.,55,100.15,0
Partner and dependents also dissatisfied with service.,54,105.4,1
Technical support often leaves issues unresolved.,2,95.85,1
Partner and dependents also satisfied with the plan.,6,73.85,0
Monthly charges are reasonable for the service.,48,70.1,0
Great service with no interruptions during my tenure.,63,25.25,0
Partnered plan does not seem cost-effective anymore.,1,79.15,1
Enjoying good service quality over the years.,12,21.05,0
Dependents also use the service with no issues.,54,24.95,0
Partner and dependents also satisfied with the plan.,30,64.5,0
Tech support often fails to resolve issues effectively.,30,19.65,1
Contract terms do not accommodate long-term customers.,4,79.0,1
Dependents find the network reliable and fast.,40,105.95,0
Satisfied with the support offered by tech specialists.,9,75.85,0
Partner and dependents also dissatisfied with service.,17,91.85,1
Online security is a great added feature.,62,43.6,0
Online security features have given me peace of mind.,28,91.25,0
Enjoying affordable rates and stable monthly charges.,70,89.75,0
Enjoying good service quality over the years.,46,104.4,0
Flexible contracts that fit my lifestyle.,23,90.15,0
Happy with the package offered for my household.,47,40.3,0
The tech support team is quick and professional.,68,105.25,0
Technical support often leaves issues unresolved.,60,106.0,1
Flexible contract terms suit my needs perfectly.,67,104.0,0
The support team made the setup process smooth.,14,69.65,0
Online security is a great added feature.,57,74.3,0
Enjoying affordable rates and stable monthly charges.,55,100.9,0
Paperless billing is convenient and eco-friendly.,1,20.25,0
Paperless billing errors are too common.,1,49.9,1
Tenure discounts make the service worth it.,23,96.9,0
Online security seems inadequate compared to others.,13,100.35,1
Online security features keep my data safe.,47,104.1,0
Good monthly rates and easy-to-understand billing.,38,20.1,0
High charges without any added benefits.,38,74.95,1
Reliable monthly charges and no unexpected fees.,2,56.55,0
Frequent contract changes without notice.,1,49.25,1
Stable and affordable service throughout my tenure.,15,68.6,0
Satisfied with the support offered by tech specialists.,26,69.05,0
Great experience with minimal downtime.,35,19.7,0
Partner and dependents also satisfied with the plan.,3,20.05,0
